product_key,product_id,product_name,category,sub_category,first_order_date,last_order_date,total_order_lines,total_orders,distinct_customers,total_sales,total_quantity,total_profit,average_line_discount,comparable_average_unit_sales,comparable_profit_margin_percentage,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,loss_making_lines
1469,OFF-SU-10003567,"Stiletto Hand Letter Openers","Office Supplies",Supplies,2023-10-02,2025-04-16,4,4,4,136.320000,17,-17.088000,0.237500,8.0188235294,-15.0847457627,0,0,1,2
1470,OFF-SU-10003936,"Acme Serrated Blade Letter Opener","Office Supplies",Supplies,2023-08-22,2024-12-29,2,2,2,13.992000,5,-1.749000,0.100000,2.7984000000,-12.5000000000,0,0,0,1
1471,OFF-SU-10004115,"Acme Stainless Steel Office Snips","Office Supplies",Supplies,2023-11-07,2026-08-28,4,4,4,81.424000,13,12.431700,0.100000,6.2633846154,15.2678571429,0,0,0,0
1472,OFF-SU-10004231,"Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies",Supplies,2024-08-23,2026-06-08,6,6,6,196.020000,22,37.026000,0.100000,8.9100000000,18.8888888889,0,0,0,0
1473,OFF-SU-10004261,"Fiskars 8" Scissors  2/Pack","Office Supplies",Supplies,2024-05-01,2026-09-18,4,4,4,217.224000,14,45.858400,0.100000,15.5160000000,21.1111111111,0,0,0,0
1474,OFF-SU-10004290,"Acme Design Line 8" Stainless Steel Bent Scissors w/Champagne Handles  3-1/8" Cut","Office Supplies",Supplies,2023-09-07,2025-04-18,3,3,3,45.144000,7,10.191600,0.066667,6.4491428571,22.5757575758,0,0,0,0
1475,OFF-SU-10004498,"Martin-Yale Premier Letter Opener","Office Supplies",Supplies,2023-04-06,2026-05-26,7,7,7,236.992000,20,-12.880000,0.085714,11.8496000000,-5.4347826087,0,0,0,3
1476,OFF-SU-10004661,"Acme Titanium Bonded Scissors","Office Supplies",Supplies,2023-08-23,2026-11-11,5,5,5,102.000000,13,20.230000,0.080000,7.8461538462,19.8333333333,0,0,0,0
1477,OFF-SU-10004664,"Acme Softgrip Scissors","Office Supplies",Supplies,2023-07-23,2026-10-02,4,4,4,166.056000,23,33.129800,0.100000,7.2198260870,19.9509803922,0,0,0,0
1478,OFF-SU-10004737,"Acme Design Stainless Steel Bent Scissors","Office Supplies",Supplies,2023-05-10,2025-09-23,3,3,3,88.920000,13,24.008400,0.000000,6.8400000000,27.0000000000,0,0,0,0
1479,OFF-SU-10004768,"Acme Kleencut Forged Steel Scissors","Office Supplies",Supplies,2023-08-19,2026-08-20,3,3,3,18.368000,7,7.462000,0.133333,4.5920000000,12.5000000000,1,0,0,0
1480,OFF-SU-10004782,"Elite 5" Scissors","Office Supplies",Supplies,2024-09-18,2026-12-03,7,7,7,179.140000,24,25.350000,0.085714,7.4641666667,30.0000000000,0,0,3,0
1481,OFF-SU-10004884,"Acme Galleria Hot Forged Steel Scissors with Colored Handles","Office Supplies",Supplies,2024-09-28,2026-07-25,3,3,3,195.052000,13,49.864100,0.183333,15.0040000000,25.5645161290,0,0,0,0
1482,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle  50/Pack",Technology,Accessories,2023-07-20,2023-11-02,5,5,5,503.280000,24,181.180800,0.000000,20.9700000000,36.0000000000,0,0,0,0
1483,TEC-AC-10000057,"Microsoft Natural Ergonomic Keyboard 4000",Technology,Accessories,2024-10-03,2026-12-16,5,5,5,557.814000,19,107.664100,0.040000,29.3586315789,19.3010752688,0,0,0,0
1484,TEC-AC-10000109,"Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",Technology,Accessories,2023-05-09,2026-09-19,9,9,9,1489.334000,424,255.314400,0.088889,3.5125801887,17.1428571429,0,0,0,0
1485,TEC-AC-10000158,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",Technology,Accessories,2023-06-23,2026-12-08,9,9,9,899.750000,422,132.083300,0.066667,2.1321090047,14.6800000000,0,0,0,0
1486,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  25/Pack",Technology,Accessories,2024-03-22,2026-09-04,5,5,5,248.292000,12,91.040400,0.120000,20.6910000000,36.6666666667,0,0,0,0
1487,TEC-AC-10000199,"Kingston Digital DataTraveler 8GB USB 2.0",Technology,Accessories,2023-12-02,2026-09-04,3,3,3,44.030000,9,-2.023000,0.133333,4.8922222222,-4.5945945946,0,0,0,2
1488,TEC-AC-10000290,"Sabrent 4-Port USB 2.0 Hub",Technology,Accessories,2023-12-31,2026-12-01,4,4,4,96.418000,15,29.197000,0.050000,6.4278666667,30.2816901408,0,0,0,0
1489,TEC-AC-10000303,"Logitech M510 Wireless Mouse",Technology,Accessories,2023-06-09,2026-11-04,3,3,3,239.940000,7,25.993500,0.133333,34.2771428571,16.2500000000,0,0,1,0
1490,TEC-AC-10000358,"Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB",Technology,Accessories,2023-12-31,2026-12-16,6,6,6,888.966000,24,-264.410400,0.033333,37.0402500000,-29.7435897436,0,0,0,1
1491,TEC-AC-10000387,"KeyTronic KT800P2 - Keyboard - Black",Technology,Accessories,2024-03-17,2026-05-18,3,3,3,75.100000,5,2.102800,0.133333,12.0160000000,5.3846153846,0,1,1,1
1492,TEC-AC-10000397,"Perixx PERIBOARD-512B  Ergonomic Split Keyboard",Technology,Accessories,2024-11-27,2026-08-12,3,3,3,419.880000,12,-1389.802800,0.000000,34.9900000000,-331.0000000000,0,0,0,2
1493,TEC-AC-10000420,"Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",Technology,Accessories,2025-01-09,2025-11-24,4,4,4,1399.800000,21,429.738600,0.050000,66.6571428571,30.7000000000,0,0,0,0
1494,TEC-AC-10000474,"Kensington Expert Mouse Optical USB Trackball for PC or Mac",Technology,Accessories,2023-04-18,2026-12-22,6,6,6,1405.852000,99,360.962000,0.100000,14.6442916667,19.5945945946,1,0,0,0
1495,TEC-AC-10000487,"SanDisk Cruzer 4 GB USB Flash Drive",Technology,Accessories,2024-01-12,2025-07-18,2,2,2,25.960000,5,5.516500,0.200000,5.1920000000,21.2500000000,0,0,0,0
1496,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases  50/Pack",Technology,Accessories,2024-10-18,2026-05-26,4,4,4,80.780000,8,16.156000,0.100000,10.0975000000,20.0000000000,0,0,0,0
1497,TEC-AC-10000580,"Logitech G13 Programmable Gameboard with LCD Display",Technology,Accessories,2025-05-26,2026-12-04,4,4,4,559.930000,11,16.797900,0.100000,63.9920000000,-11.2500000000,1,1,1,2
1498,TEC-AC-10000682,"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",Technology,Accessories,2024-09-19,2026-11-13,6,6,6,321.846000,20,106.176000,0.033333,16.0923000000,32.9896907216,0,0,0,0
1499,TEC-AC-10000710,"Maxell DVD-RAM Discs",Technology,Accessories,2023-02-07,2024-10-23,3,3,3,296.640000,18,127.555200,0.000000,16.4800000000,43.0000000000,0,0,0,0
1500,TEC-AC-10000736,"Logitech G600 MMO Gaming Mouse",Technology,Accessories,2023-02-14,2026-07-23,8,8,8,1615.798000,21,540.732400,0.025000,76.9427619048,33.4653465347,0,0,0,0
1501,TEC-AC-10000844,"Logitech Gaming G510s - Keyboard",Technology,Accessories,2023-08-17,2026-12-22,8,8,8,2362.722000,31,676.520400,0.075000,76.2168387097,28.6330935252,0,0,0,0
1502,TEC-AC-10000865,"WD My Passport Ultra 500GB Portable External Hard Drive",Technology,Accessories,2023-09-13,2025-10-14,4,4,4,708.000000,12,-794.730000,0.000000,59.0000000000,-112.2500000000,0,0,0,1
1503,TEC-AC-10000892,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",Technology,Accessories,2023-11-04,2026-04-02,7,7,7,1890.000000,22,622.800000,0.135714,85.9090909091,32.9523809524,0,0,0,0
1504,TEC-AC-10000926,"NETGEAR RangeMax WNR1000 Wireless Router",Technology,Accessories,2025-11-25,2025-11-25,1,1,1,59.976000,3,11.995200,0.200000,19.9920000000,20.0000000000,0,0,0,0
1505,TEC-AC-10000927,"Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand",Technology,Accessories,2024-02-20,2026-11-13,4,4,4,491.836000,17,32.989000,0.050000,28.9315294118,6.7073170732,0,0,0,1
1506,TEC-AC-10000990,"Imation Bio 2GB USB Flash Drive Imation Corp",Technology,Accessories,2024-11-21,2026-09-24,3,3,3,2098.880000,16,881.529600,0.000000,131.1800000000,42.0000000000,0,0,0,0
1507,TEC-AC-10000991,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",Technology,Accessories,2025-05-09,2026-07-27,4,4,4,582.676000,13,57.327800,0.050000,44.8212307692,9.8387096774,0,0,0,1
1508,TEC-AC-10001013,"Logitech ClearChat Comfort/USB Headset H390",Technology,Accessories,2023-05-11,2026-12-22,6,6,6,533.078000,19,160.216300,0.066667,28.0567368421,30.0549450549,0,0,0,0
1509,TEC-AC-10001090,"Micro Innovations Wireless Classic Keyboard with Mouse",Technology,Accessories,2024-11-14,2026-09-15,2,2,2,107.964000,4,9.596800,0.100000,26.9910000000,8.8888888889,0,0,0,1
1510,TEC-AC-10001101,"Sony 16GB Class 10 Micro SDHC R40 Memory Card",Technology,Accessories,2023-10-13,2026-06-19,4,4,4,190.772000,16,5.156000,0.100000,11.9232500000,2.7027027027,0,0,0,2
1511,TEC-AC-10001109,"Logitech Trackman Marble Mouse",Technology,Accessories,2023-09-17,2026-09-17,9,9,9,773.742000,28,286.704400,0.088889,27.6336428571,37.0542635659,0,0,0,0
1512,TEC-AC-10001114,"Microsoft Wireless Mobile Mouse 4000",Technology,Accessories,2026-02-20,2026-12-22,4,4,4,591.852000,15,179.155200,0.050000,39.4568000000,32.0000000000,0,0,1,0
1513,TEC-AC-10001142,"First Data FD10 PIN Pad",Technology,Accessories,2023-12-16,2026-10-30,5,5,5,1722.200000,24,15.800000,0.080000,71.7583333333,0.9174311927,0,0,0,2
1514,TEC-AC-10001266,"Memorex Micro Travel Drive 8 GB",Technology,Accessories,2023-01-09,2026-12-07,8,8,8,299.000000,26,113.100000,0.100000,11.5000000000,37.8260869565,0,0,0,0
1515,TEC-AC-10001267,"Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...",Technology,Accessories,2023-12-02,2025-12-11,5,5,5,467.220000,18,143.760000,0.120000,25.9566666667,30.7692307692,0,0,0,0
1516,TEC-AC-10001284,"Enermax Briskie RF Wireless Keyboard and Mouse Combo",Technology,Accessories,2023-02-20,2026-12-11,5,5,5,353.090000,24,150.374800,0.040000,20.7700000000,36.0000000000,1,0,0,0
1517,TEC-AC-10001314,"Case Logic 2.4GHz Wireless Keyboard",Technology,Accessories,2023-07-23,2026-11-10,8,8,8,1229.754000,27,-11.997600,0.075000,45.5464444444,-0.9756097561,0,0,0,3
1518,TEC-AC-10001383,"Logitech Wireless Touch Keyboard K400",Technology,Accessories,2023-09-08,2026-10-12,3,3,3,364.854000,15,45.231900,0.066667,24.3236000000,14.3650793651,0,0,1,1
1519,TEC-AC-10001432,"Enermax Aurora Lite Keyboard",Technology,Accessories,2023-02-01,2026-11-05,5,5,5,1641.150000,21,722.106000,0.000000,78.1500000000,44.0000000000,0,0,0,0
1520,TEC-AC-10001445,"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",Technology,Accessories,2023-10-06,2026-01-14,3,3,3,42.420000,14,8.908200,0.000000,3.0300000000,21.0000000000,0,0,0,0
1521,TEC-AC-10001465,"SanDisk Cruzer 64 GB USB Flash Drive",Technology,Accessories,2023-05-11,2026-11-06,9,9,9,1184.032000,34,319.616000,0.127778,34.8244705882,26.9938650307,0,0,0,0
1522,TEC-AC-10001539,"Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology",Technology,Accessories,2023-12-20,2026-12-04,4,4,4,847.894000,12,-1951.756000,0.050000,70.6578333333,-247.1698113208,1,1,0,1
1523,TEC-AC-10001542,"SanDisk Cruzer 16 GB USB Flash Drive",Technology,Accessories,2023-09-12,2024-05-03,3,3,3,107.912000,10,15.268400,0.066667,10.7912000000,19.0000000000,0,0,1,0
1524,TEC-AC-10001552,"Logitech K350 2.4Ghz Wireless Keyboard",Technology,Accessories,2024-11-02,2026-08-07,5,5,5,1154.664000,25,47.281500,0.080000,46.1865600000,4.0948275862,0,0,0,2
1525,TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc  15/Pack",Technology,Accessories,2023-10-25,2026-11-03,5,5,5,373.780000,26,3.398000,0.160000,14.3761538462,1.2500000000,0,0,1,0
1526,TEC-AC-10001590,"Dell Slim USB Multimedia Keyboard",Technology,Accessories,2024-06-23,2024-09-26,2,2,2,125.000000,5,30.000000,0.000000,25.0000000000,24.0000000000,0,0,0,0
1527,TEC-AC-10001606,"Logitech Wireless Performance Mouse MX for PC and Mac",Technology,Accessories,2023-05-27,2026-06-16,7,7,7,1799.820000,21,497.950200,0.114286,85.7057142857,27.6666666667,0,0,0,0
1528,TEC-AC-10001635,"KeyTronic KT400U2 - Keyboard - Black",Technology,Accessories,2023-08-31,2025-07-01,3,3,3,148.032000,15,-456.432000,0.066667,9.8688000000,-308.3333333333,0,0,0,1
1529,TEC-AC-10001714,"Logitech MX Performance Wireless Mouse",Technology,Accessories,2025-01-05,2026-10-05,7,7,7,789.822000,23,211.815900,0.114286,34.3400869565,26.8181818182,0,0,0,0
1530,TEC-AC-10001767,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",Technology,Accessories,2023-08-08,2026-11-30,6,6,6,831.792000,22,37.990500,0.100000,37.8087272727,5.8653846154,1,1,0,3
1531,TEC-AC-10001772,"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",Technology,Accessories,2023-11-24,2026-11-27,6,6,6,606.860000,38,236.675400,0.000000,15.9700000000,39.0000000000,1,1,1,0
1532,TEC-AC-10001838,"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset",Technology,Accessories,2024-06-20,2026-12-10,7,7,7,5119.744000,26,2155.892200,0.028571,196.9132307692,42.1093750000,0,0,0,0
1533,TEC-AC-10001874,"Logitech Wireless Anywhere Mouse MX for PC and Mac",Technology,Accessories,2023-04-11,2026-01-23,3,3,3,551.908000,11,89.985000,0.133333,50.1734545455,16.3043478261,0,0,0,0
1534,TEC-AC-10001908,"Logitech Wireless Headset h800",Technology,Accessories,2023-04-08,2026-08-27,6,6,6,2799.720000,32,719.928000,0.066667,87.4912500000,25.7142857143,0,0,0,0
1535,TEC-AC-10001956,"Microsoft Arc Touch Mouse",Technology,Accessories,2024-09-26,2024-11-08,2,2,2,359.700000,7,91.124000,0.100000,51.3857142857,25.3333333333,0,0,0,0
1536,TEC-AC-10001990,"Kensington Orbit Wireless Mobile Trackball for PC and Mac",Technology,Accessories,2024-07-16,2026-12-03,5,5,5,1703.716000,33,357.540400,0.160000,51.6277575758,20.9859154930,0,0,0,0
1537,TEC-AC-10001998,"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",Technology,Accessories,2024-09-11,2026-12-11,6,6,6,207.896000,11,54.372800,0.033333,18.8996363636,34.0000000000,0,0,1,0
1538,TEC-AC-10002001,"Logitech Wireless Gaming Headset G930",Technology,Accessories,2023-03-05,2026-11-30,6,6,6,2879.820000,21,763.152300,0.191667,137.1342857143,26.5000000000,0,0,0,0
1539,TEC-AC-10002006,"Memorex Micro Travel Drive 16 GB",Technology,Accessories,2023-07-26,2026-12-03,7,6,6,556.452000,39,126.161100,0.085714,14.2680000000,22.6724137931,0,0,0,0
1540,TEC-AC-10002018,"AmazonBasics 3-Button USB Wired Mouse",Technology,Accessories,2024-11-09,2026-07-07,5,5,5,88.074000,14,32.293800,0.080000,6.2910000000,36.6666666667,0,0,0,0
1541,TEC-AC-10002049,"Logitech G19 Programmable Gaming Keyboard",Technology,Accessories,2024-09-04,2026-10-07,8,8,7,4389.246000,36,729.061200,0.025000,121.9235000000,16.6101694915,0,0,0,1
1542,TEC-AC-10002049-1,"Plantronics Savi W720 Multi-Device Wireless Headset System",Technology,Accessories,2023-12-31,2026-08-18,7,7,7,9367.290000,24,3324.966000,0.057143,390.3037500000,39.0099009901,0,0,1,0
1543,TEC-AC-10002076,"Microsoft Natural Keyboard Elite",Technology,Accessories,2023-07-23,2026-02-21,4,4,4,1497.000000,29,20.958000,0.150000,51.6206896552,1.4000000000,0,0,0,3
1544,TEC-AC-10002134,"Rosewill 107 Normal Keys USB Wired Standard Keyboard",Technology,Accessories,2023-09-09,2026-09-07,3,3,3,78.184000,9,0.808800,0.250000,11.1691428571,-3.7931034483,1,0,0,1
1545,TEC-AC-10002167,"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive",Technology,Accessories,2023-07-23,2026-10-28,8,8,8,357.000000,25,23.250000,0.075000,14.2800000000,6.5126050420,0,0,0,3
1546,TEC-AC-10002217,"Imation Clip USB flash drive - 8 GB",Technology,Accessories,2023-05-16,2026-09-10,7,7,7,443.680000,25,1.880000,0.085714,17.7472000000,0.4237288136,0,0,0,3
1547,TEC-AC-10002253,"Imation Bio 8GB USB Flash Drive Imation Corp",Technology,Accessories,2024-03-28,2026-08-18,4,4,4,2659.840000,16,398.976000,0.000000,166.2400000000,15.0000000000,0,0,0,0
1548,TEC-AC-10002305,"KeyTronic E03601U1 - Keyboard - Beige",Technology,Accessories,2024-09-07,2026-10-08,6,6,6,324.000000,18,58.320000,0.091667,18.0000000000,18.0000000000,0,0,0,0
1549,TEC-AC-10002323,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",Technology,Accessories,2023-03-26,2026-11-04,11,11,11,884.000000,44,38.012000,0.109091,20.0909090909,4.3000000000,0,0,0,6
1550,TEC-AC-10002331,"Maxell 74 Minute CDR  10/Pack",Technology,Accessories,2023-10-08,2026-12-18,5,5,5,232.764000,26,-190.025400,0.080000,8.9524615385,-81.6386554622,0,0,0,1
1551,TEC-AC-10002335,"Logitech Media Keyboard K200",Technology,Accessories,2024-11-27,2026-11-16,4,4,4,503.856000,16,50.385600,0.100000,31.4910000000,10.0000000000,0,0,0,2
1552,TEC-AC-10002345,"HP Standard 104 key PS/2 Keyboard",Technology,Accessories,2023-11-19,2026-11-03,6,6,6,275.500000,20,58.000000,0.066667,13.7750000000,21.0526315789,0,0,0,0
1553,TEC-AC-10002370,"Maxell CD-R Discs",Technology,Accessories,2023-09-26,2026-11-07,3,3,3,11.032000,6,3.230800,0.133333,1.8386666667,32.0000000000,1,1,1,0
1554,TEC-AC-10002380,"Sony 8GB Class 10 Micro SDHC R40 Memory Card",Technology,Accessories,2026-05-27,2026-05-27,1,1,1,27.192000,3,0.339900,0.200000,9.0640000000,1.2500000000,0,0,0,0
1555,TEC-AC-10002399,"SanDisk Cruzer 32 GB USB Flash Drive",Technology,Accessories,2023-08-25,2026-11-26,6,6,6,361.380000,20,102.708000,0.066667,18.0690000000,28.4210526316,0,0,0,0
1556,TEC-AC-10002402,"Razer Kraken PRO Over Ear PC and Music Headset",Technology,Accessories,2024-04-07,2026-09-30,8,8,8,2159.730000,30,479.940000,0.100000,71.9910000000,22.2222222222,0,0,0,0
1557,TEC-AC-10002473,"Maxell 4.7GB DVD-R",Technology,Accessories,2023-08-04,2026-12-25,11,11,11,1231.692000,49,411.226200,0.159091,25.1365714286,33.3870967742,0,0,0,0
1558,TEC-AC-10002550,"Maxell 4.7GB DVD-RW 3/Pack",Technology,Accessories,2023-04-30,2024-12-10,4,4,4,146.556000,10,36.957600,0.100000,14.6556000000,30.5263157895,0,0,1,0
1559,TEC-AC-10002550-1,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc  30/Pack",Technology,Accessories,2023-11-30,2026-07-23,4,4,4,472.860000,17,-32.269500,0.187500,27.8152941176,-6.8243243243,0,0,0,2
1560,TEC-AC-10002558,"Imation Swivel Flash Drive USB flash drive - 8 GB",Technology,Accessories,2023-03-25,2026-09-08,2,2,2,45.480000,5,17.623500,0.100000,11.3700000000,35.0000000000,1,0,0,0
1561,TEC-AC-10002567,"Logitech G602 Wireless Gaming Mouse",Technology,Accessories,2023-07-22,2026-12-07,9,9,9,1999.750000,29,515.135600,0.172222,68.9568965517,25.7600000000,0,0,0,0
1562,TEC-AC-10002600,"Belkin QODE FastFit Bluetooth Keyboard",Technology,Accessories,2023-12-19,2024-08-09,2,2,2,495.600000,9,16.107000,0.100000,55.0666666667,3.2500000000,0,0,0,1
1563,TEC-AC-10002637,"Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)",Technology,Accessories,2024-11-09,2025-10-24,5,5,5,3743.792000,22,21.598800,0.080000,170.1723636364,0.5769230769,0,0,0,2
1564,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless  wired",Technology,Accessories,2023-03-19,2026-09-20,2,2,2,383.040000,4,148.960000,0.100000,95.7600000000,38.8888888889,0,0,0,0
1565,TEC-AC-10002718,"Belkin Standard 104 key USB Keyboard",Technology,Accessories,2023-09-07,2024-11-21,6,6,6,163.408000,21,5.106500,0.166667,11.6720000000,-6.2500000000,1,0,0,5
1566,TEC-AC-10002800,"Plantronics Audio 478 Stereo USB Headset",Technology,Accessories,2023-05-13,2026-01-28,9,9,9,1619.676000,34,514.897000,0.066667,47.6375294118,31.7901234568,0,0,0,0
1567,TEC-AC-10002842,"WD My Passport Ultra 2TB Portable External Hard Drive",Technology,Accessories,2023-07-27,2026-10-12,8,8,8,3998.400000,35,-728.280000,0.025000,114.2400000000,-18.2142857143,0,0,0,2
1568,TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  1/Pack",Technology,Accessories,2023-07-12,2026-09-24,3,3,3,42.241500,567,11.473000,0.200000,0.0745000000,27.1604938272,0,0,0,0
1569,TEC-AC-10002926,"Logitech Wireless Marathon Mouse M705",Technology,Accessories,2023-04-04,2026-09-22,8,8,8,1309.738000,346,554.889000,0.050000,3.8073779070,39.0839694656,1,0,0,0
1570,TEC-AC-10002942,"WD My Passport Ultra 1TB Portable External Hard Drive",Technology,Accessories,2023-10-11,2026-10-23,6,6,6,1007.400000,12,-24.840000,0.166667,55.2000000000,-3.7500000000,0,1,1,5
1571,TEC-AC-10003023,"Logitech G105 Gaming Keyboard",Technology,Accessories,2023-10-03,2026-12-08,5,5,5,759.936000,14,46.308600,0.120000,54.2811428571,7.9591836735,0,0,1,3
1572,TEC-AC-10003027,"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",Technology,Accessories,2025-01-16,2026-07-29,3,3,3,181.140000,6,-3.019000,0.066667,30.1900000000,13.0000000000,1,1,1,1
1573,TEC-AC-10003033,"Plantronics CS510 - Over-the-Head monaural Wireless Headset System",Technology,Accessories,2023-12-14,2026-10-12,10,10,10,10162.460000,588,3085.032500,0.080000,17.3420819113,28.2142857143,1,0,0,0
1574,TEC-AC-10003038,"Kingston Digital DataTraveler 16GB USB 2.0",Technology,Accessories,2023-10-02,2026-12-14,13,13,13,477.930000,57,-36.695000,0.061538,8.3847368421,-8.4710743802,0,0,1,5
1575,TEC-AC-10003063,"Micro Innovations USB RF Wireless Keyboard with Mouse",Technology,Accessories,2024-12-14,2026-07-08,6,6,6,440.000000,18,84.500000,0.033333,24.4444444444,19.2045454545,0,0,0,0
1576,TEC-AC-10003095,"Logitech G35 7.1-Channel Surround Sound Headset",Technology,Accessories,2024-05-25,2026-07-20,6,6,6,2157.834000,17,699.346200,0.033333,126.9314117647,32.4096385542,0,0,0,0
1577,TEC-AC-10003116,"Memorex Froggy Flash Drive 8 GB",Technology,Accessories,2024-03-29,2026-12-21,8,8,8,536.050000,32,189.570000,0.075000,16.7515625000,35.3642384106,0,0,0,0
1578,TEC-AC-10003133,"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive",Technology,Accessories,2025-06-26,2025-06-26,1,1,1,13.616000,2,NULL,0.200000,6.8080000000,NULL,0,0,1,0
1579,TEC-AC-10003174,"Plantronics S12 Corded Telephone Headset System",Technology,Accessories,2023-01-13,2026-11-17,6,6,5,1983.336000,260,754.530000,0.100000,7.7172607004,34.7826086957,1,0,0,0
1580,TEC-AC-10003198,"Enermax Acrylux Wireless Keyboard",Technology,Accessories,2023-12-27,2024-12-21,6,6,6,2450.160000,29,630.468000,0.100000,84.4882758621,25.7317073171,0,0,0,0
1581,TEC-AC-10003237,"Memorex Micro Travel Drive 4 GB",Technology,Accessories,2023-08-02,2026-12-25,3,3,3,103.880000,11,37.418000,0.066667,9.4436363636,36.0204081633,0,0,0,0
1582,TEC-AC-10003280,"Belkin F8E887 USB Wired Ergonomic Keyboard",Technology,Accessories,2023-11-03,2026-09-23,8,8,8,563.812000,21,66.277900,0.100000,26.8481904762,11.7553191489,0,0,0,0
1583,TEC-AC-10003289,"Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard",Technology,Accessories,2024-04-02,2026-11-07,5,5,5,499.750000,26,99.550200,0.080000,19.2211538462,19.9200000000,0,0,0,0
1584,TEC-AC-10003399,"Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",Technology,Accessories,2023-04-11,2025-09-29,6,6,6,543.600000,15,31.891200,0.000000,36.2400000000,5.8666666667,0,0,0,1
1585,TEC-AC-10003433,"Maxell 4.7GB DVD+R 5/Pack",Technology,Accessories,2023-10-29,2026-11-20,5,5,5,11.682000,13,4.603500,0.080000,0.8986153846,39.4067796610,0,0,0,0
1586,TEC-AC-10003441,"Kingston Digital DataTraveler 32GB USB 2.0",Technology,Accessories,2023-04-06,2026-11-06,7,7,7,288.150000,19,5.424000,0.057143,16.9500000000,6.0000000000,2,1,0,2
1587,TEC-AC-10003447,"Micropad Numeric Keypads",Technology,Accessories,2023-11-28,2025-11-26,4,4,4,291.854000,15,66.966500,0.050000,19.4569333333,22.9452054795,0,0,0,0
1588,TEC-AC-10003499,"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",Technology,Accessories,2024-02-06,2026-11-23,5,5,5,194.544000,20,-70.638000,0.160000,9.7272000000,-63.5416666667,0,0,2,1
1589,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone  Internet and Fax Modem",Technology,Accessories,2024-04-18,2026-07-31,5,5,5,626.538000,25,72.492000,0.080000,25.0615200000,30.4347826087,0,0,2,0
1590,TEC-AC-10003610,"Logitech Illuminated - Keyboard",Technology,Accessories,2023-10-16,2026-12-18,6,6,6,1139.810000,20,515.914000,0.033333,56.9905000000,45.2631578947,0,0,0,0
1591,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  10/Pack",Technology,Accessories,2023-12-31,2026-11-12,5,5,5,150.670000,14,41.955800,0.190000,10.7621428571,27.8461538462,0,0,0,0
1592,TEC-AC-10003628,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",Technology,Accessories,2023-01-15,2026-09-25,15,15,15,1409.530000,52,281.906000,0.093333,27.1063461538,20.0000000000,0,0,0,1
1593,TEC-AC-10003657,"Lenovo 17-Key USB Numeric Keypad",Technology,Accessories,2024-06-13,2026-09-28,5,5,4,367.092000,13,22.433400,0.160000,28.2378461538,6.1111111111,0,0,0,0
1594,TEC-AC-10003709,"Maxell 4.7GB DVD-R 5/Pack",Technology,Accessories,2023-07-15,2026-10-12,5,5,5,18.018000,20,6.890400,0.080000,0.9009000000,39.2771084337,1,1,1,0
1595,TEC-AC-10003832,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",Technology,Accessories,2023-11-12,2026-12-05,9,9,9,874.632000,271,342.564200,0.088889,3.2757752809,32.9545454545,1,0,0,0
1596,TEC-AC-10003832-1,"Logitech P710e Mobile Speakerphone",Technology,Accessories,2023-11-15,2026-07-11,9,9,9,9990.612000,38,1645.361100,0.066667,253.3144864865,16.4948453608,1,1,0,3
