region,country,state,city,distinct_postal_codes,total_orders,distinct_customers,total_order_lines,total_sales,total_quantity,total_profit,average_complete_order_value,comparable_profit_margin_percentage,average_shipping_days,minimum_shipping_days,maximum_shipping_days,unknown_sales_lines,unknown_quantity_lines,unknown_profit_lines,orders_with_unknown_sales,orders_with_unknown_profit,complete_loss_making_orders
West,"United States",Montana,Bozeman,1,1,1,2,43.660000,5,20.810600,43.6600000000,47.6651397160,4.0000,4,4,0,0,0,0,0,0
West,"United States",Montana,"Great Falls",1,3,3,8,4605.580000,264,1582.707100,1535.1933333333,34.3649898601,5.6667,5,7,0,1,0,0,0,0
West,"United States",Montana,Helena,1,2,2,3,443.840000,17,74.622200,221.9200000000,16.8128604903,3.5000,3,4,0,0,0,0,0,0
West,"United States",Montana,Missoula,1,1,1,1,487.984000,2,152.495000,487.9840000000,31.2500000000,4.0000,4,4,0,0,0,0,0,0
West,"United States",Nevada,Henderson,1,2,2,3,1888.058000,13,72.726800,944.0290000000,36.0000000000,2.0000,1,3,0,0,1,0,1,0
West,"United States",Nevada,"Las Vegas",1,8,8,13,1825.732000,61,332.443300,91.1005714286,37.7012532460,4.7500,2,7,1,0,0,1,0,0
West,"United States",Nevada,"North Las Vegas",1,7,7,16,9801.002000,58,-22076.481400,1400.1431428571,-225.2471879916,4.0000,1,7,0,0,0,0,0,1
West,"United States",Nevada,Reno,1,3,3,4,644.062000,17,95.214700,214.6873333333,14.7834680512,3.3333,0,6,0,0,0,0,0,0
West,"United States",Nevada,Sparks,1,3,3,3,2561.960000,19,228.536000,853.9866666667,8.9203578510,5.3333,2,7,0,0,0,0,0,0
West,"United States","New Mexico",Albuquerque,1,7,7,14,2022.038000,60,521.514100,284.5516000000,30.8630671827,4.2857,0,6,2,1,1,2,1,0
West,"United States","New Mexico",Carlsbad,1,5,5,11,419.340000,35,79.238500,83.8680000000,20.1919551238,4.8000,4,6,0,0,1,0,1,1
West,"United States","New Mexico",Clovis,1,1,1,2,111.420000,10,11.635200,111.4200000000,10.4426494346,4.0000,4,4,0,0,0,0,0,0
West,"United States","New Mexico",Farmington,1,3,3,3,718.720000,11,169.411500,239.5733333333,23.5712794969,3.3333,1,7,0,0,0,0,0,0
West,"United States","New Mexico","Las Cruces",1,3,3,3,98.770000,9,43.939400,32.9233333333,44.4865849954,4.0000,2,5,0,0,0,0,0,0
West,"United States","New Mexico","Rio Rancho",1,1,1,2,1114.192000,244,119.587800,1114.1920000000,10.7331411462,5.0000,5,5,0,0,0,0,0,0
West,"United States","New Mexico","Santa Fe",1,2,2,2,100.920000,14,-460.416000,50.4600000000,-456.2187871581,5.0000,5,5,0,0,0,0,0,1
West,"United States",Oregon,Eugene,1,1,1,6,1465.032000,23,121.430200,1465.0320000000,NULL,2.0000,2,2,0,0,2,0,1,0
West,"United States",Oregon,Gresham,1,4,4,5,2133.424000,28,150.864400,533.3560000000,7.0714682126,5.0000,4,6,0,0,0,0,0,2
West,"United States",Oregon,Hillsboro,1,2,2,4,87.838000,14,1.545500,43.9190000000,1.7594890594,3.0000,2,4,0,0,0,0,0,1
West,"United States",Oregon,Medford,1,3,3,4,90.218000,10,12.014000,30.0726666667,2.6388004400,5.3333,5,6,0,0,1,0,1,1
West,"United States",Oregon,Portland,1,15,15,24,4014.189000,92,-17.219700,266.7317857143,-2.6164217934,3.9333,2,6,1,0,1,1,1,5
West,"United States",Oregon,Redmond,1,4,4,8,1043.027000,42,-856.825600,260.7567500000,-82.1479789114,4.5000,1,6,0,0,0,0,0,4
West,"United States",Oregon,Salem,1,9,9,27,1378.391000,101,-411.415200,75.4990000000,-23.9410739594,3.3333,2,5,2,0,0,2,0,3
West,"United States",Oregon,Springfield,1,15,15,38,4827.156000,155,-1311.400400,376.8734545455,-32.5519717129,4.4667,1,7,5,1,4,4,3,6
West,"United States",Oregon,Tigard,1,3,3,8,1393.782000,26,-49.016100,464.5940000000,12.2622537978,4.6667,4,6,0,0,1,0,1,0
West,"United States",Utah,Draper,1,2,2,3,263.650000,13,92.725500,131.8250000000,35.1699222454,3.5000,1,6,0,0,0,0,0,0
West,"United States",Utah,Layton,1,1,1,1,4.960000,4,2.331200,4.9600000000,47.0000000000,4.0000,4,4,0,0,0,0,0,0
West,"United States",Utah,Lehi,1,2,2,2,1516.726000,8,451.662600,758.3630000000,29.7787866760,4.0000,2,6,0,0,0,0,0,0
West,"United States",Utah,Logan,1,1,1,5,280.276000,21,46.963200,280.2760000000,16.7560547460,5.0000,5,5,0,0,0,0,0,0
West,"United States",Utah,Murray,1,2,2,3,146.318000,15,37.062800,73.1590000000,25.3303079594,1.5000,0,3,0,0,0,0,0,0
West,"United States",Utah,Orem,1,5,5,9,2994.088000,32,514.633500,598.8176000000,17.1883224541,4.8000,4,6,0,0,0,0,0,0
West,"United States",Utah,"Pleasant Grove",1,2,2,7,2121.778000,662,275.524900,12.1440000000,33.7500000000,3.5000,2,5,1,0,1,1,1,0
West,"United States",Utah,Provo,1,4,4,10,2761.234000,275,388.567400,690.3085000000,14.0722372678,4.5000,3,6,0,0,0,0,0,0
West,"United States",Utah,"Salt Lake City",1,5,5,8,802.776000,200,329.260100,160.5552000000,41.0151897914,4.4000,2,6,0,0,0,0,0,0
West,"United States",Utah,"West Jordan",1,2,2,5,311.850000,16,102.672300,155.9250000000,32.9236171236,4.0000,2,6,0,0,0,0,0,0
West,"United States",Washington,Auburn,1,1,1,1,4.180000,1,1.504800,4.1800000000,36.0000000000,6.0000,6,6,0,0,0,0,0,0
West,"United States",Washington,Bellevue,1,5,5,6,103.622000,18,37.054800,20.7244000000,35.7595877323,4.8000,4,7,0,0,0,0,0,0
West,"United States",Washington,Bellingham,1,2,2,3,3790.240000,24,610.590800,1895.1200000000,16.1095550678,3.5000,2,5,0,0,0,0,0,0
West,"United States",Washington,Covington,1,2,2,4,413.680000,20,115.109400,206.8400000000,27.8257106943,3.5000,3,4,0,0,0,0,0,0
West,"United States",Washington,"Des Moines",1,5,5,7,3454.438000,14,1250.343400,690.8876000000,36.1952769162,4.2000,2,6,0,1,0,0,0,0
West,"United States",Washington,Edmonds,1,5,5,14,2523.692000,42,613.709800,504.7384000000,24.8028355679,3.4000,2,4,0,0,1,0,1,0
West,"United States",Washington,Everett,1,1,1,1,3.856000,1,1.397800,3.8560000000,36.2500000000,4.0000,4,4,0,0,0,0,0,0
West,"United States",Washington,Kent,1,3,3,8,1351.254000,28,603.096300,450.4180000000,44.6323415139,4.6667,2,7,0,0,0,0,0,0
West,"United States",Washington,Longview,1,2,2,3,119.210000,10,38.898300,59.6050000000,32.6300645919,3.5000,3,4,0,0,0,0,0,0
West,"United States",Washington,Marysville,1,2,2,2,102.180000,15,3.315000,51.0900000000,3.2442748092,4.0000,4,4,0,0,0,0,0,0
West,"United States",Washington,Olympia,1,3,3,5,1020.448000,15,139.626900,340.1493333333,13.6829020195,2.6667,2,4,0,0,0,0,0,0
West,"United States",Washington,Pasco,1,2,2,6,2201.112000,27,357.524400,1100.5560000000,16.2428990438,6.5000,6,7,0,0,0,0,0,0
West,"United States",Washington,Redmond,1,2,2,3,55.230000,10,20.732200,27.6150000000,37.5379322832,5.5000,5,6,0,0,0,0,0,0
West,"United States",Washington,Renton,1,1,1,3,1242.632000,14,185.432400,1242.6320000000,14.9225514875,4.0000,4,4,0,0,0,0,0,0
West,"United States",Washington,Seattle,3,212,188,428,98007.880000,3694,19820.263600,451.4936597938,10.3840848849,3.9717,0,7,18,8,15,18,14,12
West,"United States",Washington,Spokane,1,5,5,7,1956.938000,36,172.226100,489.2345000000,7.7489373705,2.6000,1,4,1,0,0,1,0,0
West,"United States",Washington,Vancouver,1,3,3,5,686.836000,252,75.454600,228.9453333333,10.9858248548,4.3333,4,5,0,0,0,0,0,0
West,"United States",Wyoming,Cheyenne,1,1,1,1,1603.136000,4,100.196000,1603.1360000000,6.2500000000,5.0000,5,5,0,0,0,0,0,0
